1404877,3.2.1.292 (MU3),InServ V400,4.0,496238592.0,361095168.0,3.2.1.292 (MU3),3.2.1.452 (P38),3.2.1.292 (MU3),3.2.1.292 (MU3),0,SAN,920-200009.D2,00006990,False,True,16384,32768,100
MXN6202K3N,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,446300160.0,424771584.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y97-63001,PDSETB3LM9O07Y,False,True,65536,32768,100
MXN6412Y7N,3.3.1.648 (MU5),HPE_3PAR 20450,4.0,307507200.0,233560064.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S83-60514,EVYBVA1KN4300N,True,True,196608,262144,100
MXN6422YX3,3.3.2.159 (MU1),HPE_3PAR 8400,2.0,252303360.0,229977088.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Y95-63001,PFLKQA2LM320U7,True,True,16384,16384,100
MXN64932W9,3.3.2.159 (MU1),HPE_3PAR 20450,4.0,702873600.0,65271808.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),2,FXN,C8S83-60514,QVYBVA1D9500PC,False,True,196608,262144,100
MXN65133N4,3.2.2.709 (MU6),HP_3PAR 8200,1.0,26836992.0,5664768.0,3.2.2.709 (MU6),3.2.2.725 (P99),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,K2Q35-63001,PFLKQA3LM520BT,True,True,16384,16384,100
MXN70234PL,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,313741312.0,167646208.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,H6Y97-63001,PDSETB3LM9Z08D,False,True,65536,32768,100
SGH040XN19,4.5.3.12,HPE_3PAR A650,4.0,351436800.0,254042112.0,4.5.3.12,4.5.3.12,4.5.0.35,4.5.3.12,3,FXN,N9Z57-63003,PWRCKB5LME404Y,False,True,210624,51200,100
SGH043TBN2,4.5.15.9,HPE_3PAR A670,4.0,600412160.0,232121344.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,3,FXN,N9Z59-63003,PWRCKB5LMFY00H,False,True,414400,109568,100
SGH044TJGL,4.5.15.9,HPE_3PAR A670,4.0,1244934144.0,341843968.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z59-63003,PWRCKB4LMD80IA,False,True,414400,109568,100
SGH141WCM1,4.5.15.9,HPE_3PAR A670,4.0,629657600.0,297036800.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z59-63003,PWRCKB5LMFC04Y,True,True,414400,109568,100
SGH205W6X6,4.4.1.7,HPE_3PAR C630,2.0,179339264.0,83501056.0,4.4.1.7,4.4.1.7,4.4.0.47,4.4.0.59,1,FXN,N9Z55-63004,PWDRQB5LMFR038,True,True,105152,25600,100
SGH235SZ1S,4.5.15.9,HPE_3PAR A630,2.0,172009472.0,147899392.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMGZ0B1,False,True,105152,25600,100
SGH238TM25,4.5.12.1,HPE_3PAR A670,4.0,1054605312.0,642914304.0,4.5.12.1,4.5.11.14,4.5.0.35,4.5.11.14,2,FXN,N9Z59-63003,PWRCKB5LMGZ00H,False,True,414400,109568,100
SGH303WQTG,4.5.8.2,HPE_3PAR A630,2.0,95180800.0,86477824.0,4.5.8.2,4.5.7.8,4.5.0.35,4.5.7.8,1,FXN,N9Z55-63004,PWDRQC5LMH608L,False,True,105152,25600,100
SGH334MPKZ,4.5.15.9,HPE_3PAR A630,2.0,128092160.0,82899968.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQC5LMHT067,True,True,105152,25600,100
SGH350H3D1,4.5.21.3,HPE_3PAR A650,2.0,439418880.0,318737408.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,0,FXN,N9Z57-63003,PWRCKD6LMID00U,False,True,206528,55296,100
SGH844VNLK,3.3.1.410 (MU2),HPE_3PAR 20800,2.0,42549248.0,7080960.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,C8S83-60514,EVYBTA4KNA9004,False,True,98304,131072,100
1489301,3.2.2.709 (MU6),InServ V800,4.0,350060544.0,94630912.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,SAN,920-200009.D2,000075C8,True,True,32768,65536,100
1611962,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,259096576.0,69921792.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB5LM7P07K,False,True,16384,4096,100
1612934,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,27426816.0,2652160.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB7LM9K0BJ,False,True,16384,4096,100
1617523,3.2.2.709 (MU6),HP_3PAR 7400,4.0,134184960.0,111197184.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR483-63001,PCMBUA6TM4B0HL,False,True,8192,8192,100
1621968,3.3.1.410 (MU2),HPE_3PAR 7400,4.0,151586816.0,41434112.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,QR483-63001,PDHWNB5TM6R0ER,True,True,8192,8192,100
1622595,3.2.2.709 (MU6),HP_3PAR 7200,2.0,158686208.0,24237056.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR482-63001,PDHWNB5LM7T1F9,True,True,8192,4096,100
1625992,3.2.2.709 (MU6),HP_3PAR 7400,4.0,331448320.0,46248960.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR483-63001,PDHWNB6LM8H0JT,False,True,8192,8192,100
1634989,3.2.2.709 (MU6),HP_3PAR 7400,3.0,163250176.0,66792448.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),3,FXN,QR483-63001,PCMBUA8TM5F0FW,False,True,8192,8192,100
1641455,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,38412288.0,6005760.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR511-63001,PDHWNB6LM9C0EJ,False,True,16384,4096,100
1646629,3.2.2.709 (MU6),HP_3PAR 7200,2.0,32243712.0,4444160.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PDHWNB5LM6Z0Q2,False,True,8192,4096,100
1647388,3.2.2.709 (MU6),HP_3PAR 7200,2.0,42489856.0,19745792.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PDHWNB5LM7L0OL,False,True,8192,4096,100
1648706,3.2.2.709 (MU6),HP_3PAR 7200,2.0,139742208.0,37300224.0,3.2.2.709 (MU6),3.2.2.725 (P99),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,QR482-63001,PCMBUA8TM5X05M,False,True,8192,4096,100
1649490,3.3.1.410 (MU2),HPE_3PAR 7400,4.0,41877504.0,22962176.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),3,FXN,QR483-63001,PDHWNB5LM7F0AF,False,True,8192,8192,100
1653730,3.2.2.709 (MU6),HP_3PAR 7400,4.0,320618496.0,64729088.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),3,FXN,QR483-63001,PCMBUB2TM6M0IX,False,True,8192,8192,100
1675486,3.2.2.709 (MU6),HP_3PAR 7400c,4.0,251715584.0,106871808.0,3.2.2.709 (MU6),3.2.2.750 (P119),3.2.2.709 (MU6),3.2.2.709 (MU6),0,FXN,QR512-63001,PDHWNB6LM8A1LT,False,True,16384,8192,100
1676052,3.3.1.460 (MU3),HPE_3PAR 7200c,2.0,82280448.0,31814656.0,3.3.1.460 (MU3),3.3.1.654 (P128),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,QR511-63001,PDHWNB6LM8X03A,False,True,16384,4096,100
1685121,3.2.2.709 (MU6),HP_3PAR 7400,4.0,561889280.0,143890432.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),2,FXN,QR483-63001,PDHWNB5LM7H0CT,False,True,8192,8192,100
1687700,3.2.2.709 (MU6),HP_3PAR 7400c,2.0,121070592.0,37800960.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR512-63001,PDHWNB6LM8H126,True,True,16384,8192,100
1689801,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,66592768.0,25559040.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR511-63001,PDHWNB6LM7Z009,True,True,16384,4096,100
2M2001084Q,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,278298624.0,163364864.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),2,FXN,H6Y97-63001,PDSETB1LM9F00J,False,True,65536,32768,100
2M203704H1,4.5.15.9,HPE_3PAR A650,4.0,58556416.0,33073152.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LMDT07A,False,True,210624,51200,100
2M203808K8,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,45711360.0,28189696.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB5LMDI0TK,True,True,16384,16384,100
2M210803F3,4.3.3.2,HPE_3PAR C630,2.0,14639104.0,3890176.0,4.3.3.2,4.3.2.4,4.3.0.45,4.3.0.84,0,FXN,N9Z55-63004,PWDRQB5LMEB01N,True,True,103104,27648,100
2M211205YM,4.5.15.9,HPE_3PAR A630,2.0,29278208.0,5536768.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMEX07F,True,True,105152,25600,100
2M222402XN,4.5.15.9,HPE_3PAR A670,4.0,351535104.0,82666496.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z59-63003,PWRCKB5LMGM0CL,False,True,414400,109568,100
2M223204VK,4.5.7.8,HPE_3PAR A670,4.0,351535104.0,299497472.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z59-63003,PWRCKB5LMGM024,True,True,414400,109568,100
2M2310026B,4.5.21.3,HPE_3PAR A670,4.0,803618816.0,418285568.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,3,FXN,N9Z59-63003,PWRCKD5LMHF07D,False,True,414400,109568,100
2M231501Z3,4.5.7.8,HPE_3PAR A670,4.0,703070208.0,645105664.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,2,FXN,N9Z59-63003,PWRCKD5LMHF04C,False,True,414400,109568,100
2M2635012N,3.3.1.410 (MU2),HPE_3PAR 8400,4.0,352321536.0,137105408.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,H6Y95-63001,PFLKQA2LM300PA,True,True,16384,16384,100
2M271503RH,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,344936448.0,177075200.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQA4LM670PW,False,True,16384,16384,100
2M274202BN,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,18284544.0,11428864.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA8LM861EL,False,True,16384,16384,100
2M280501RJ,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,474931200.0,207489024.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PDSETB1LM9K0OH,True,True,65536,32768,100
2M281403PM,3.3.2.159 (MU1),HPE_3PAR 8440,2.0,345907200.0,202940416.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,H6Y97-63001,PFLKQA4LM67019,False,True,65536,32768,100
2M2842055X,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,125100032.0,57917440.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,K2Q35-63001,PFLKQB3LMB50JP,False,True,16384,16384,100
2M291501MW,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,117145600.0,85252096.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y97-63001,PFLKQB4LMBP00Y,False,True,65536,32768,100
2M292806Z7,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,236875776.0,60017664.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMBS028,True,True,16384,16384,100
2MS919A0HV,3.3.2.135,HPE_3PAR 8200,2.0,221298688.0,181873664.0,3.3.2.135,3.3.2.135,3.3.2.135,3.3.2.135,1,FXN,K2Q35-63001,PFLKQA2LM4006H,False,True,16384,16384,100
2MT826A2P1,3.3.2.159 (MU1),HPE_3PAR 20800,4.0,1287602176.0,330933248.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,C8S83-60501,EECZCB3KNAY009,True,True,98304,131072,100
2MT914A709,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMBK04G,True,True,16384,16384,100
2MT919A7VK,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMBK0PF,False,True,16384,16384,100
2MT922A83Z,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMBN01O,True,True,16384,16384,100
2MT923A85Y,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMBK0XC,False,True,16384,16384,100
2MT923A86P,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMBK0NA,False,True,16384,16384,100
2MT926A8LW,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,8945664.0,2477056.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMC301L,True,True,16384,16384,100
4C10302285,3.3.2.159 (MU1),HPE_3PAR 8400,4.0,13959168.0,5969920.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,H6Y95-63001,PFLKQB5LMDV06C,False,True,16384,16384,100
4C16359443,3.3.2.159 (MU1),HPE_3PAR 8450,4.0,585728000.0,289635328.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,H6Z17-63001,PFLKQA3LM520PK,True,True,65536,32768,100
4C16424380,3.3.1.648 (MU5),HPE_3PAR 8440,2.0,43929600.0,39862272.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PDSETB3LM9O0DY,True,True,65536,32768,100
4C16434494,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,22364160.0,644096.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,K2Q35-63001,PFLKQB1LM9401L,False,True,16384,16384,100
4C17202487,3.3.1.410 (MU2),HPE_3PAR 8440,2.0,14639104.0,3611648.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,H6Y97-63001,PFLKQA4LM6713T,False,True,65536,32768,100
4C17273612,3.3.1.410 (MU2),HPE_3PAR 8400,2.0,43929600.0,14248960.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,H6Y95-63001,PFLKQA4LM740S6,True,True,16384,16384,100
4C17283751,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,140572672.0,69700608.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA8LM770HO,False,True,16384,16384,100
4C17390024,3.3.1.410 (MU2),HPE_3PAR 8200,1.0,43929600.0,1758208.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQA8LM88001,True,True,16384,16384,100
4C17395977,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,82329600.0,8057856.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB1LMAD0A5,False,True,16384,16384,100
4C18262659,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,85196800.0,8093696.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQB1LMAD05X,False,True,16384,16384,100